timestamp,symbol,price,size,type
1748406141.2524533,AAPL,99.77608250728622,341,order
1748406141.3524532,AAPL,99.73326005475312,380,order
1748406141.4524531,AAPL,99.72231478223213,88,order
1748406141.5524533,AAPL,99.77615937587899,463,order
1748406141.6524532,AAPL,99.80898399058334,398,order
1748406141.7524533,AAPL,99.69222682350936,472,order
1748406141.8524532,AAPL,99.66354996346244,314,order
1748406141.9524531,AAPL,99.69160470540704,168,order
1748406142.0524533,AAPL,99.68346148812321,414,order
1748406142.1524532,AAPL,99.7485892488426,158,order
1748406142.2524533,AAPL,99.79303574594556,248,order
1748406142.3524532,AAPL,99.83905120405724,411,order
1748406142.4524531,AAPL,99.90992934564166,396,order
1748406142.5524533,AAPL,99.89805073464234,281,order
1748406142.6524532,AAPL,99.86951176237835,120,order
1748406142.7524533,AAPL,99.86979668133374,55,order
1748406142.8524532,AAPL,99.91235147753382,395,order
1748406142.9524531,AAPL,99.89775666327846,212,order
1748406143.0524533,AAPL,99.880709169292,386,order
1748406143.1524532,AAPL,99.85723110145294,85,order
1748406143.2524533,AAPL,99.84624372705235,159,order
1748406143.3524532,AAPL,99.84850466953368,172,order
1748406143.4524531,AAPL,99.83411698182469,368,order
1748406143.5524533,AAPL,99.79831604061131,371,order
1748406143.6524532,AAPL,99.83924621139488,368,order
1748406143.7524533,AAPL,99.83066203966325,73,order
1748406143.8524532,AAPL,99.79434021660583,224,order
1748406143.9524531,AAPL,99.69263558569037,428,order
1748406144.0524533,AAPL,99.66410570874058,485,order
1748406144.1524532,AAPL,99.6804291105661,433,order
1748406144.2524533,AAPL,99.59189831693485,186,order
1748406144.3524532,AAPL,99.62148952477921,307,order
1748406144.4524531,AAPL,99.59615303080533,386,order
1748406144.5524533,AAPL,99.53415452306267,28,order
1748406144.6524532,AAPL,99.58816969517918,386,order
1748406144.7524533,AAPL,99.48966937807388,288,order
1748406144.8524532,AAPL,99.39223914157066,330,order
1748406144.9524531,AAPL,99.34537099771737,447,order
1748406145.0524533,AAPL,99.34582869618323,202,order
1748406145.1524532,AAPL,99.38655476058506,484,order
1748406145.2524533,AAPL,99.46318722551166,309,order
1748406145.3524532,AAPL,99.45806709550533,498,order
1748406145.4524531,AAPL,99.54685352515928,20,order
1748406145.5524533,AAPL,99.58769999523146,132,order
1748406145.6524532,AAPL,99.57743933053598,391,order
1748406145.7524533,AAPL,99.64982517215947,221,order
1748406145.8524532,AAPL,99.65046951834351,441,order
1748406145.9524531,AAPL,99.57071996682018,494,order
1748406146.0524533,AAPL,99.53178467819764,432,order
1748406146.1524532,AAPL,99.56547284385748,401,order
1748406146.2524533,AAPL,99.60968848903813,168,order
1748406146.3524532,AAPL,99.59447876809125,441,order
1748406146.4524531,AAPL,99.6319061076745,154,order
1748406146.5524533,AAPL,99.70293660602819,114,order
1748406146.6524532,AAPL,99.76159880564808,144,order
1748406146.7524533,AAPL,99.73430051497694,303,order
1748406146.8524532,AAPL,99.7561484843571,323,order
1748406146.9524531,AAPL,99.69035297164079,87,order
1748406147.0524533,AAPL,99.7491907673422,321,order
1748406147.1524532,AAPL,99.75666367239323,141,order
1748406147.2524533,AAPL,99.78714001701715,342,order
1748406147.3524532,AAPL,99.81063007502931,68,order
1748406147.4524531,AAPL,99.82980245782107,120,order
1748406147.5524533,AAPL,99.81385903145845,496,order
1748406147.6524532,AAPL,99.8199130425328,343,order
1748406147.7524533,AAPL,99.87636291558893,152,order
1748406147.8524532,AAPL,99.98924799820111,388,order
1748406147.9524531,AAPL,99.9640042813817,117,order
1748406148.0524533,AAPL,100.00097487441916,377,order
1748406148.1524532,AAPL,99.97160370785801,20,order
1748406148.2524533,AAPL,99.97768922600044,21,order
1748406148.3524532,AAPL,99.90668578594399,287,order
1748406148.4524531,AAPL,99.89419295380469,15,order
1748406148.5524533,AAPL,99.85444666400825,308,order
1748406148.6524532,AAPL,99.94126101423085,404,order
1748406148.7524533,AAPL,99.95062159913337,371,order
1748406148.8524532,AAPL,99.83494329129222,54,order
1748406148.9524531,AAPL,99.8144862624858,260,order
1748406149.0524533,AAPL,99.72736023673173,402,order
1748406149.1524532,AAPL,99.77062001546403,256,order
1748406149.2524533,AAPL,99.80586700022661,141,order
1748406149.3524532,AAPL,99.72192501025948,270,order
1748406149.4524531,AAPL,99.72684982540432,387,order
1748406149.5524533,AAPL,99.75173872488834,238,order
1748406149.6524532,AAPL,99.80320207101424,28,order
1748406149.7524533,AAPL,99.77134032066482,181,order
1748406149.8524532,AAPL,99.8137157111227,344,order
1748406149.9524531,AAPL,99.88516863750249,333,order
1748406150.0524533,AAPL,99.93884299463043,110,order
1748406150.1524532,AAPL,99.97218667398673,298,order
1748406150.2524533,AAPL,99.9775135408147,38,order
1748406150.3524532,AAPL,99.9793521591149,104,order
1748406150.4524531,AAPL,100.00574354766331,434,order
1748406150.5524533,AAPL,100.00721274617983,366,order
1748406150.6524532,AAPL,99.92715419812728,299,order
1748406150.7524533,AAPL,99.8793886690448,291,order
1748406150.8524532,AAPL,99.82976367710239,377,order
1748406150.9524531,AAPL,99.75369228392869,158,order
1748406151.0524533,AAPL,99.70761146236286,469,order
1748406151.1524532,AAPL,99.69222361513901,119,order
1748406151.2524533,AAPL,99.64971466275274,456,order
1748406151.3524532,AAPL,99.63276525055137,92,order
1748406151.4524531,AAPL,99.53313344959396,384,order
1748406151.5524533,AAPL,99.5757439392314,50,order
1748406151.6524532,AAPL,99.5690411803931,193,order
1748406151.7524533,AAPL,99.6553567735651,393,order
1748406151.8524532,AAPL,99.69846250624549,308,order
1748406151.9524531,AAPL,99.68414244547013,247,order
1748406152.0524533,AAPL,99.74972218111934,113,order
1748406152.1524532,AAPL,99.78139169953005,391,order
1748406152.2524533,AAPL,99.79278293076072,409,order
1748406152.3524532,AAPL,99.87968802133253,66,order
1748406152.4524531,AAPL,99.87893204042096,444,order
1748406152.5524533,AAPL,99.92752988999864,139,order
1748406152.6524532,AAPL,99.99503092205694,50,order
1748406152.7524533,AAPL,100.0316743057854,492,order
1748406152.8524532,AAPL,99.997267807479,78,order
1748406152.9524531,AAPL,100.02174177442933,494,order
1748406153.0524533,AAPL,99.99078631103956,108,order
1748406153.1524532,AAPL,99.97942217480438,451,order
1748406153.2524533,AAPL,99.92954822927696,394,order
1748406153.3524532,AAPL,100.00847483536647,317,order
1748406153.4524531,AAPL,99.97922797421933,253,order
1748406153.5524533,AAPL,100.00458454079518,93,order
1748406153.6524532,AAPL,100.09475773673587,56,order
1748406153.7524533,AAPL,100.08442463007962,167,order
1748406153.8524532,AAPL,100.08852296994121,39,order
1748406153.9524531,AAPL,100.06907032780944,243,order
1748406154.0524533,AAPL,100.03622565520848,24,order
1748406154.1524532,AAPL,100.08219303589978,284,order
1748406154.2524533,AAPL,100.08612919706249,219,order
1748406154.3524532,AAPL,100.10824350866328,346,order
1748406154.4524531,AAPL,100.02460837328243,275,order
1748406154.5524533,AAPL,100.0681322333415,117,order
1748406154.6524532,AAPL,100.05009807290699,45,order
1748406154.7524533,AAPL,100.01243239432696,256,order
1748406154.8524532,AAPL,100.08838071414183,17,order
1748406154.9524531,AAPL,100.1495882632508,393,order
1748406155.0524533,AAPL,100.09815131986345,186,order
1748406155.1524532,AAPL,100.08691868459822,186,order
1748406155.2524533,AAPL,100.16605255395064,29,order
1748406155.3524532,AAPL,100.21814558785124,274,order
1748406155.4524531,AAPL,100.2772915216657,198,order
1748406155.5524533,AAPL,100.29419430548751,12,order
1748406155.6524532,AAPL,100.330299995146,435,order
1748406155.7524533,AAPL,100.3205044425435,303,order
1748406155.8524532,AAPL,100.33383156387168,386,order
1748406155.9524531,AAPL,100.34478893186058,395,order
1748406156.0524533,AAPL,100.32794378394182,64,order
1748406156.1524532,AAPL,100.38169485947445,347,order
1748406156.2524533,AAPL,100.3543949096199,439,order
1748406156.3524532,AAPL,100.32659126311462,472,order
1748406156.4524531,AAPL,100.3503977867723,353,order
1748406156.5524533,AAPL,100.28377971071257,35,order
1748406156.6524532,AAPL,100.33254763279142,196,order
1748406156.7524533,AAPL,100.33174990088676,233,order
1748406156.8524532,AAPL,100.34884837369631,424,order
1748406156.9524531,AAPL,100.38871265115695,201,order
1748406157.0524533,AAPL,100.33549492150601,69,order
1748406157.1524532,AAPL,100.30598744276708,153,order
1748406157.2524533,AAPL,100.33202786904947,495,order
1748406157.3524532,AAPL,100.25038123988215,399,order
1748406157.4524531,AAPL,100.24895563394617,401,order
1748406157.5524533,AAPL,100.19329373219132,451,order
1748406157.6524532,AAPL,100.13896752484986,470,order
1748406157.7524533,AAPL,100.09876262288127,356,order
1748406157.8524532,AAPL,100.04245860564185,458,order
1748406157.9524531,AAPL,99.99655148013984,369,order
1748406158.0524533,AAPL,100.02018389494702,217,order
1748406158.1524532,AAPL,100.01521792978185,101,order
1748406158.2524533,AAPL,100.0535389237149,134,order
1748406158.3524532,AAPL,99.98965605163093,469,order
1748406158.4524531,AAPL,99.95663992849227,396,order
1748406158.5524533,AAPL,99.96432605765499,472,order
1748406158.6524532,AAPL,99.95355604055186,417,order
1748406158.7524533,AAPL,99.89275243083023,441,order
1748406158.8524532,AAPL,99.93496511728442,341,order
1748406158.9524531,AAPL,100.0037423932406,51,order
1748406159.0524533,AAPL,99.911064564192,391,order
1748406159.1524532,AAPL,99.90715906538126,71,order
1748406159.2524533,AAPL,99.88060488646987,74,order
1748406159.3524532,AAPL,99.90319640221729,347,order
1748406159.4524531,AAPL,99.85000232712922,25,order
1748406159.5524533,AAPL,99.89703124548973,297,order
1748406159.6524532,AAPL,99.92692633566341,196,order
1748406159.7524533,AAPL,99.91633689453239,337,order
1748406159.8524532,AAPL,99.93631969103151,71,order
1748406159.9524531,AAPL,99.84216375632856,476,order
1748406160.0524533,AAPL,99.85334115360921,206,order
1748406160.1524532,AAPL,99.91849309846044,454,order
1748406160.2524533,AAPL,99.9372296979894,438,order
1748406160.3524532,AAPL,99.90369017037176,183,order
1748406160.4524531,AAPL,99.88064126184324,153,order
1748406160.5524533,AAPL,99.79847608710004,412,order
1748406160.6524532,AAPL,99.83498481604894,63,order
1748406160.7524533,AAPL,99.82992292954401,243,order
1748406160.8524532,AAPL,99.78326118578252,395,order
1748406160.9524531,AAPL,99.73690663707238,353,order
1748406161.0524533,AAPL,99.84349555616292,109,order
1748406161.1524532,AAPL,99.89486763697091,68,order
1748406161.2524533,AAPL,99.86838568776608,348,order
1748406161.3524532,AAPL,99.90540850183535,284,order
1748406161.4524531,AAPL,99.92118513093605,224,order
1748406161.5524533,AAPL,99.90014523976289,428,order
1748406161.6524532,AAPL,99.98897219597188,237,order
1748406161.7524533,AAPL,99.94063888550497,33,order
1748406161.8524532,AAPL,99.96469976443717,25,order
1748406161.9524531,AAPL,99.9182440833691,47,order
1748406162.0524533,AAPL,99.9262488924916,212,order
1748406162.1524532,AAPL,99.9614693186328,498,order
1748406162.2524533,AAPL,99.89605370327001,410,order
1748406162.3524532,AAPL,99.88792171440173,331,order
1748406162.4524531,AAPL,99.9310944804036,128,order
1748406162.5524533,AAPL,99.98749814566845,37,order
1748406162.6524532,AAPL,99.92843135530411,252,order
1748406162.7524533,AAPL,99.94460630631761,461,order
1748406162.8524532,AAPL,99.9279161374534,160,order
1748406162.9524531,AAPL,99.92865625129662,23,order
1748406163.0524533,AAPL,99.9213434561938,100,order
1748406163.1524532,AAPL,99.9049330549263,38,order
1748406163.2524533,AAPL,99.91253825770123,321,order
1748406163.3524532,AAPL,100.00244167465594,262,order
1748406163.4524531,AAPL,100.05558693727076,138,order
1748406163.5524533,AAPL,100.06649674671576,245,order
1748406163.6524532,AAPL,100.1298115441447,210,order
1748406163.7524533,AAPL,100.13053808975039,352,order
1748406163.8524532,AAPL,100.15611229833469,264,order
1748406163.9524531,AAPL,100.19353905792727,48,order
1748406164.0524533,AAPL,100.27976492168338,142,order
1748406164.1524532,AAPL,100.33722503331789,402,order
1748406164.2524533,AAPL,100.29233083861887,179,order
1748406164.3524532,AAPL,100.24971311039377,457,order
1748406164.4524531,AAPL,100.28675226315869,188,order
1748406164.5524533,AAPL,100.2720939697127,271,order
1748406164.6524532,AAPL,100.29849843749258,430,order
1748406164.7524533,AAPL,100.31800946115483,102,order
1748406164.8524532,AAPL,100.31594372014615,30,order
1748406164.9524531,AAPL,100.27013758233107,46,order
1748406165.0524533,AAPL,100.28493396944982,219,order
1748406165.1524532,AAPL,100.23382759358715,305,order
1748406165.2524533,AAPL,100.25026088201838,466,order
1748406165.3524532,AAPL,100.23466802123411,261,order
1748406165.4524531,AAPL,100.25220516809827,383,order
1748406165.5524533,AAPL,100.21285573360505,268,order
1748406165.6524532,AAPL,100.06830153725944,121,order
1748406165.7524533,AAPL,100.06545626691246,477,order
1748406165.8524532,AAPL,100.04877781539794,295,order
1748406165.9524531,AAPL,100.08896690805018,74,order
1748406166.0524533,AAPL,100.10912445914468,366,order
1748406166.1524532,AAPL,100.07345440652193,386,order
1748406166.2524533,AAPL,100.00946849139075,413,order
1748406166.3524532,AAPL,99.9952833927822,110,order
1748406166.4524531,AAPL,100.044343486264,347,order
1748406166.5524533,AAPL,100.11703684034318,118,order
1748406166.6524532,AAPL,100.19402262953453,369,order
1748406166.7524533,AAPL,100.10506829846744,14,order
1748406166.8524532,AAPL,100.09106728198479,104,order
1748406166.9524531,AAPL,100.0627510645591,87,order
1748406167.0524533,AAPL,100.15558934330316,180,order
1748406167.1524532,AAPL,100.16287994182531,312,order
1748406167.2524533,AAPL,100.11570687860007,489,order
1748406167.3524532,AAPL,100.05785171446124,276,order
1748406167.4524531,AAPL,99.99882169826851,443,order
1748406167.5524533,AAPL,100.00249667514659,381,order
1748406167.6524532,AAPL,100.0618576863968,22,order
1748406167.7524533,AAPL,100.09530298388961,55,order
1748406167.8524532,AAPL,100.21048448083151,100,order
1748406167.9524531,AAPL,100.19107677025448,410,order
1748406168.0524533,AAPL,100.19783087160786,342,order
1748406168.1524532,AAPL,100.24966885174238,304,order
1748406168.2524533,AAPL,100.19963416913794,474,order
1748406168.3524532,AAPL,100.23047164145636,384,order
1748406168.4524531,AAPL,100.1641107455804,309,order
1748406168.5524533,AAPL,100.15812059391892,394,order
1748406168.6524532,AAPL,100.08861458991636,18,order
1748406168.7524533,AAPL,100.10358835023963,487,order
1748406168.8524532,AAPL,100.12627644329457,112,order
1748406168.9524531,AAPL,100.15917901178992,53,order
1748406169.0524533,AAPL,100.06627476689766,12,order
1748406169.1524532,AAPL,100.06238033626484,64,order
1748406169.2524533,AAPL,100.10501106342991,405,order
1748406169.3524532,AAPL,100.10630178854574,67,order
1748406169.4524531,AAPL,100.06531137641639,56,order
1748406169.5524533,AAPL,100.03626701232537,67,order
1748406169.6524532,AAPL,100.0909514831654,316,order
1748406169.7524533,AAPL,100.07931509385918,115,order
1748406169.8524532,AAPL,100.13904366361619,44,order
1748406169.9524531,AAPL,100.09848036837958,403,order
1748406170.0524533,AAPL,100.06149042274299,283,order
1748406170.1524532,AAPL,100.04254745353715,442,order
1748406170.2524533,AAPL,99.95437086403065,489,order
1748406170.3524532,AAPL,99.92509157372345,188,order
1748406170.4524531,AAPL,99.98896855123176,387,order
1748406170.5524533,AAPL,100.02974822273953,356,order
1748406170.6524532,AAPL,100.0028200516022,242,order
1748406170.7524533,AAPL,100.03270451437396,268,order
1748406170.8524532,AAPL,99.93883202202532,148,order
1748406170.9524531,AAPL,99.9865355296772,465,order
1748406171.0524533,AAPL,99.95329118632257,43,order
1748406171.1524532,AAPL,99.90324635537866,497,order
1748406171.2524533,AAPL,99.94681609824134,417,order
1748406171.3524532,AAPL,99.97196024549729,46,order
1748406171.4524531,AAPL,99.97363710040264,394,order
1748406171.5524533,AAPL,99.96691588471677,339,order
1748406171.6524532,AAPL,99.96316461591805,204,order
1748406171.7524533,AAPL,99.96506109359869,288,order
1748406171.8524532,AAPL,99.93982612801557,428,order
1748406171.9524531,AAPL,99.90653028532633,324,order
1748406172.0524533,AAPL,99.90158474465778,148,order
1748406172.1524532,AAPL,99.90928050667456,173,order
1748406172.2524533,AAPL,99.874873909197,358,order
1748406172.3524532,AAPL,99.80235653043248,129,order
1748406172.4524531,AAPL,99.8242652737945,389,order
1748406172.5524533,AAPL,99.89675039687944,392,order
1748406172.6524532,AAPL,99.85500651215783,467,order
1748406172.7524533,AAPL,99.86353266940242,249,order
1748406172.8524532,AAPL,99.88492243883911,429,order
1748406172.9524531,AAPL,99.93453416878413,63,order
1748406173.0524533,AAPL,99.99677911405009,407,order
1748406173.1524532,AAPL,100.00997060785838,175,order
1748406173.2524533,AAPL,100.01301438840667,58,order
1748406173.3524532,AAPL,100.03249255447827,207,order
1748406173.4524531,AAPL,100.06510315097022,322,order
1748406173.5524533,AAPL,100.03646949130008,39,order
1748406173.6524532,AAPL,99.93669153148555,279,order
1748406173.7524533,AAPL,99.95679045922168,394,order
1748406173.8524532,AAPL,99.9829108547058,244,order
1748406173.9524531,AAPL,100.00157990362311,36,order
1748406174.0524533,AAPL,99.93321305421385,247,order
1748406174.1524532,AAPL,99.980817187981,30,order
1748406174.2524533,AAPL,99.97539324136484,214,order
1748406174.3524532,AAPL,99.92213271730873,100,order
1748406174.4524531,AAPL,99.87426338412465,333,order
1748406174.5524533,AAPL,99.82389617462724,40,order
1748406174.6524532,AAPL,99.77074912727369,319,order
1748406174.7524533,AAPL,99.6990756196236,234,order
1748406174.8524532,AAPL,99.7515768499612,230,order
1748406174.9524531,AAPL,99.64242043129407,375,order
1748406175.0524533,AAPL,99.58420549438826,275,order
1748406175.1524532,AAPL,99.63128832847643,189,order
1748406175.2524533,AAPL,99.55916512982965,90,order
1748406175.3524532,AAPL,99.50288159966335,376,order
1748406175.4524531,AAPL,99.50428832155096,349,order
1748406175.5524533,AAPL,99.48960368770503,437,order
1748406175.6524532,AAPL,99.55583469612334,243,order
1748406175.7524533,AAPL,99.52287135503006,452,order
1748406175.8524532,AAPL,99.47867740125224,37,order
1748406175.9524531,AAPL,99.44049107966264,336,order
1748406176.0524533,AAPL,99.46761091481125,320,order
1748406176.1524532,AAPL,99.37974832084002,201,order
1748406176.2524533,AAPL,99.39472115509909,239,order
1748406176.3524532,AAPL,99.40116850298388,275,order
1748406176.4524531,AAPL,99.35997541638139,446,order
1748406176.5524533,AAPL,99.30208755481503,429,order
1748406176.6524532,AAPL,99.31356986856683,175,order
1748406176.7524533,AAPL,99.41157014509552,466,order
1748406176.8524532,AAPL,99.31184929840894,313,order
1748406176.9524531,AAPL,99.26765043193953,94,order
1748406177.0524533,AAPL,99.25269230823687,115,order
1748406177.1524532,AAPL,99.19596754651198,29,order
1748406177.2524533,AAPL,99.17256390952227,440,order
1748406177.3524532,AAPL,99.17975473069075,384,order
1748406177.4524531,AAPL,99.08963447382989,264,order
1748406177.5524533,AAPL,99.15334078783133,33,order
1748406177.6524532,AAPL,99.15800344266519,141,order
1748406177.7524533,AAPL,99.21389648731116,387,order
1748406177.8524532,AAPL,99.16230568646903,227,order
1748406177.9524531,AAPL,99.16952742334745,110,order
1748406178.0524533,AAPL,99.08561519752716,204,order
1748406178.1524532,AAPL,99.13463814093289,448,order
1748406178.2524533,AAPL,99.1433846743439,499,order
1748406178.3524532,AAPL,99.19379027433321,162,order
1748406178.4524531,AAPL,99.23477496479819,125,order
1748406178.5524533,AAPL,99.32116382424462,479,order
1748406178.6524532,AAPL,99.34312831319869,190,order
1748406178.7524533,AAPL,99.39301392578462,118,order
1748406178.8524532,AAPL,99.38198752308666,414,order
1748406178.9524531,AAPL,99.44862106759291,228,order
1748406179.0524533,AAPL,99.36811411024081,416,order
1748406179.1524532,AAPL,99.35156869579603,58,order
1748406179.2524533,AAPL,99.28002942272786,183,order
1748406179.3524532,AAPL,99.32090977458822,272,order
1748406179.4524531,AAPL,99.35893320268252,480,order
1748406179.5524533,AAPL,99.34718086486113,121,order
1748406179.6524532,AAPL,99.3128148972991,449,order
1748406179.7524533,AAPL,99.31851850096957,398,order
1748406179.8524532,AAPL,99.32740899594995,498,order
1748406179.9524531,AAPL,99.34637134216395,324,order
1748406180.0524533,AAPL,99.35883272849274,174,order
1748406180.1524532,AAPL,99.37649603467699,372,order
1748406180.2524533,AAPL,99.31476853098526,319,order
1748406180.3524532,AAPL,99.33100886739818,172,order
1748406180.4524531,AAPL,99.3537148650434,149,order
1748406180.5524533,AAPL,99.38775701511376,338,order
1748406180.6524532,AAPL,99.35385792251869,330,order
1748406180.7524533,AAPL,99.36225296592771,418,order
1748406180.8524532,AAPL,99.2544334583907,151,order
1748406180.9524531,AAPL,99.22667463100446,181,order
1748406181.0524533,AAPL,99.22348431293257,373,order
1748406181.1524532,AAPL,99.28074403827996,455,order
1748406181.2524533,AAPL,99.27085856154429,57,order
1748406181.3524532,AAPL,99.31587278033597,100,order
1748406181.4524531,AAPL,99.25504818669117,82,order
1748406181.5524533,AAPL,99.17421932326512,324,order
1748406181.6524532,AAPL,99.22782151928124,479,order
1748406181.7524533,AAPL,99.19898510470134,300,order
1748406181.8524532,AAPL,99.15329852908202,181,order
1748406181.9524531,AAPL,99.050616641695,373,order
1748406182.0524533,AAPL,99.08935956974805,336,order
1748406182.1524532,AAPL,99.0915654092547,237,order
1748406182.2524533,AAPL,99.1171264552326,14,order
1748406182.3524532,AAPL,99.20250083277921,79,order
1748406182.4524531,AAPL,99.27278127010224,419,order
1748406182.5524533,AAPL,99.19559960513925,236,order
1748406182.6524532,AAPL,99.30319206997427,414,order
1748406182.7524533,AAPL,99.28371668556646,126,order
1748406182.8524532,AAPL,99.24017257819166,457,order
1748406182.9524531,AAPL,99.22762342726078,111,order
1748406183.0524533,AAPL,99.20579901693145,28,order
1748406183.1524532,AAPL,99.1500592486369,262,order
1748406183.2524533,AAPL,99.11103778486486,390,order
1748406183.3524532,AAPL,99.27361222068684,489,order
1748406183.4524531,AAPL,99.26571649340707,232,order
1748406183.5524533,AAPL,99.23327131240454,164,order
1748406183.6524532,AAPL,99.28312440069763,204,order
1748406183.7524533,AAPL,99.32393732271511,249,order
1748406183.8524532,AAPL,99.33032210214184,488,order
1748406183.9524531,AAPL,99.3153213599155,136,order
1748406184.0524533,AAPL,99.26753283633904,440,order
1748406184.1524532,AAPL,99.25503651699242,250,order
1748406184.2524533,AAPL,99.1646052155399,121,order
1748406184.3524532,AAPL,99.20620168962002,247,order
1748406184.4524531,AAPL,99.18374006056844,224,order
1748406184.5524533,AAPL,99.15374350745606,471,order
1748406184.6524532,AAPL,99.16431952582205,244,order
1748406184.7524533,AAPL,98.96553448374743,292,order
1748406184.8524532,AAPL,98.90296132671803,236,order
1748406184.9524531,AAPL,98.98703863541034,44,order
1748406185.0524533,AAPL,98.9142967312964,450,order
1748406185.1524532,AAPL,98.90225718044456,140,order
1748406185.2524533,AAPL,98.925776859005,329,order
1748406185.3524532,AAPL,98.95618353669815,244,order
1748406185.4524531,AAPL,98.97572544631332,173,order
1748406185.5524533,AAPL,98.92935278241136,483,order
1748406185.6524532,AAPL,98.99390497224157,132,order
1748406185.7524533,AAPL,98.98352767736618,357,order
1748406185.8524532,AAPL,98.95825210522918,300,order
1748406185.9524531,AAPL,98.90835175673136,494,order
1748406186.0524533,AAPL,98.93672992279014,402,order
1748406186.1524532,AAPL,99.00183527609136,304,order
1748406186.2524533,AAPL,98.87158198709022,107,order
1748406186.3524532,AAPL,98.90818283077043,348,order
1748406186.4524531,AAPL,98.93335713072068,371,order
1748406186.5524533,AAPL,98.90465556902585,244,order
1748406186.6524532,AAPL,98.89450169160756,189,order
1748406186.7524533,AAPL,98.85460037575744,49,order
1748406186.8524532,AAPL,98.74134094768856,300,order
1748406186.9524531,AAPL,98.81974864139433,424,order
1748406187.0524533,AAPL,98.79303756639905,345,order
1748406187.1524532,AAPL,98.81827998165198,293,order
1748406187.2524533,AAPL,98.82441373471966,483,order
1748406187.3524532,AAPL,98.85648618667828,469,order
1748406187.4524531,AAPL,98.8708981531516,204,order
1748406187.5524533,AAPL,98.91102422585031,433,order
1748406187.6524532,AAPL,98.93301141945504,196,order
1748406187.7524533,AAPL,98.9095934186034,229,order
1748406187.8524532,AAPL,98.85511792035187,317,order
1748406187.9524531,AAPL,98.86423770866739,376,order
1748406188.0524533,AAPL,98.90651052812564,428,order
1748406188.1524532,AAPL,98.91560927563751,213,order
1748406188.2524533,AAPL,98.94115506387908,39,order
1748406188.3524532,AAPL,98.82532462294628,482,order
1748406188.4524531,AAPL,98.85112400428908,243,order
1748406188.5524533,AAPL,98.77861211792941,359,order
1748406188.6524532,AAPL,98.82242144756299,11,order
1748406188.7524533,AAPL,98.88755336763079,47,order
1748406188.8524532,AAPL,98.88217654930217,140,order
1748406188.9524531,AAPL,98.98220848424205,272,order
1748406189.0524533,AAPL,98.91552835228049,391,order
1748406189.1524532,AAPL,98.99842123922032,193,order
1748406189.2524533,AAPL,99.02592234320888,341,order
1748406189.3524532,AAPL,99.04335582539387,474,order
1748406189.4524531,AAPL,99.01964339527623,385,order
1748406189.5524533,AAPL,98.9966282628472,270,order
1748406189.6524532,AAPL,99.0164988686885,131,order
1748406189.7524533,AAPL,99.09470529939084,200,order
1748406189.8524532,AAPL,99.0498778266848,157,order
1748406189.9524531,AAPL,99.07318446232013,350,order
1748406190.0524533,AAPL,98.99360553958319,125,order
1748406190.1524532,AAPL,98.93008206696554,104,order
1748406190.2524533,AAPL,98.9590312712718,104,order
1748406190.3524532,AAPL,98.92932873082684,104,order
1748406190.4524531,AAPL,98.9043280563101,296,order
